year,interpolated,sigma_mean_CO2
-16590.01,208.46,0.84
-16655.88,213.15,0.81
-16733.53,210.25,1.1
-16797.55,205.53,0.96
-16869.32,205.19,0.96
-16928.83,202.93,0.68
-16994.77,204.32,1.09
-17091.85,202.1,1.05
-17163.7,198.63,1.3
-17236.25,198.29,0.78
-17287.9,195.88,0.5
-17311.87,194.65,0.27
-17360.5,190.5,0.91
-17385.3,193.02,0.39
-17410.03,191.89,0.27
-17434.97,190.76,0.47
-17460.99,193,0.46
-17485.29,191.48,0.5
-17510.87,191.59,0.05
-17534.59,192.37,0.61
-17561.46,192.62,0.3
-17586.25,196.96,0.86
-17612,195.79,0.24
-17637.88,193.21,1.23
-17665.06,194.38,0.56
-17691.21,191.52,1.33
-17717.05,189.52,0.56
-17743.75,190.41,0.24
-17769.71,191.7,0.33
-17797.57,187.25,0.66
-17825.43,191.21,1.24
-17854.6,189.52,0.72
-17881,190.26,1.19
-17907.16,191.72,0.26
-17935.99,188.54,0.98
-17965.83,188.66,0.1
-17992.04,188.96,0.64
-18024.45,187.79,1.1
-18050.09,187.73,0.5
-18081.6,188.64,0.47
-18110.63,188.59,1.48
-18139.76,184.88,0.23
-18173.16,189.01,1.13
-18201.79,185.65,0.95
-18232.18,188.88,0.47
-18264.68,188.52,1.16
-18295.81,189.03,0.19
-18324.39,187.12,0.84
-18360.35,188.73,0.18
-18391.16,188.21,1.16
-18422.43,188.47,0.75
-18457.83,187.45,1.07
-18486.59,187.09,0.7
-18519.99,187.67,0.14
-18582.94,188.57,0.62
-18677.4,193.9,0.5
-18747.05,191.27,1.01
-18803.64,192.97,1.1
-18835.15,188.44,0.82
-18866.91,188.5,0.53
-18993.82,192.71,1.75
-19152.79,191.09,1.12
-19282.16,191.58,0.84
-19442.73,191.52,1.3
-19568.15,188.95,0.25
-19629.49,191.42,0.59
-19791.19,193.6,0.53
-19883.88,196.06,0.42
-20018.7,193.72,0.75
-20213.31,190.47,1.21
-20407.6,189.99,0.65
-20536.8,193.93,0.69
-20666.49,187.76,0.93
-20828.39,192.66,1.09
-20964.43,190.87,0.82
-21067.69,188.4,0.87
-21212.7,190.05,0.07
-21345.18,187.24,1.16
-21562.85,185.23,0.31
-21790.59,187.96,0.22
-21913.63,190.78,0.95
-22055.59,187.38,1.55
-22230.89,191.27,0.99
-22292.2,187.22,0.45
-22347.6,187.02,1.25
-22550.1,184.68,0.2
-22604.1,185.21,1.63
-22650.8,188.49,0.23
-22749.3,190.01,0.25
-22833.6,186.13,0.13
-22994,189.4,1.13
-23013.8,190.53,0.64
-23107.3,190.08,0.82
-23185,188.6,0.87
-23276.7,197.67,1.29
-23358.4,193.53,1.72
-23445.2,186.78,0.46
-23600.5,187.99,0.41
-23873.8,183.13,0.03
-24077.7,184.68,0.62
-24269.8,186.73,0.92
-24643.6,180.57,2.72
-25163.6,180.69,0.78
-25351.1,182.66,0.08
-25543.6,183.38,0.62
-25786,186.54,0.58
-26016,184.52,0.41
-26254.5,184.57,0.52
-26315,183.77,0.53
-26460.7,186.01,0.81
-26537.1,185.51,0.53
-26703.7,185.44,0.33
-26857.8,186.43,0.22
-26954.9,188.08,0.8
-27042,187.39,0.21
-27084.8,186.27,0.06
-27170.2,194.93,0.48
-27280.1,190.06,0.47
-27441.9,191.95,0.84
-27502.8,191.23,1.92
-27549.7,191.53,1.94
-27586.4,191.95,0.38
-27661.3,191.46,0.69
-27687,192.71,0.08
-27714.1,190.61,1.64
-27718.6,189.3,0.32
-27820.7,187.59,0.87
-27866.4,190.58,0.49
-27885,189.28,0.12
-27927.1,188.99,0.39
-27973.2,189.29,0.31
-28097.3,189.96,0.64
-28214.1,191.82,0.28
-28271.6,191.59,0.32
-28369.7,192.63,1.67
-28413.9,189.16,0.24
-28426.9,189.65,0.56
-28577.4,193.1,0.05
-28626.4,192.82,0.16
-28724.3,193.8,0.2
-28841.9,193.89,0.34
-28902.7,192.69,0.54
-28948.6,193.26,0.73
-29008.9,192.87,0.49
-29150.7,192.26,0.17
-29205.3,188.1,0.03
-29249.6,192.39,0.97
-29323.9,191.01,0.89
-29366.1,189.83,0.3
-29410.2,189.21,0.66
-29609.2,189.24,0.04
-29681.2,189.77,0.25
-29742.8,191.28,0.27
-29837.8,190.97,0.16
-29952.1,191.38,1.23
-29999,191.57,0.22
-30101.5,188.25,0.59
-30181.7,188.48,0.62
-30277.9,186.52,0.08
-30312.7,185.99,0.6
-30400.5,184.3,0.3
-30528.8,182.94,0.43
-30713,187.14,0.2
-30775.7,190.33,0.73
-31105.2,188,0.06
-31356.4,188.48,0.78
-31524.1,189.95,0.36
-31792.1,193.71,1.23
-31818.4,192.93,1.13
-31933.9,192.51,0.11
-32026.9,193.33,0.43
-32079.6,193.91,1.12
-32147.5,196.42,0.49
-32150.6,196.91,1.31
-32307.9,192.47,1.94
-32361.2,195.25,0.28
-32434.8,194.11,0.53
-32511.1,194.61,0.37
-32594.6,194.43,0.41
-32677.8,195.08,0.29
-32714.1,195.94,0.26
-32813.1,199.3,2.55
-32880.9,196.7,0.8
-33009,196.33,0.46
-33148.3,197.65,0.22
-33417.5,196.9,0.54
-33491.4,197.13,0.41
-33555.3,197.8,0.27
-33758.1,200.03,0.69
-33841,195.63,0.74
-33885.7,195.27,0.45
-33907.5,194.46,0.66
-33925.9,194.47,0.03
-33957,196.47,0.45
-33991.5,195.41,0.33
-34064.2,195.93,1.02
-34190.3,194.89,0.62
-34250.8,195.79,0.76
-34312.8,196.27,0.24
-34334.4,196.2,0.32
-34556.9,199.65,0.74
-34602.6,199.49,0.64
-34620,200.29,0.43
-34647.8,198.89,0.98
-34710.6,197.16,1.2
-34825.6,202.8,0.03
-34866.8,203.09,0.48
-35089.6,198.78,0.57
-35165.8,203.6,0.36
-35281.7,205.38,0.1
-35337,204.47,1.22
-35359.4,203.62,0.87
-35383,201.36,0.26
-35445.8,200.3,0.8
-35497.1,201.06,1.01
-35508.5,202.04,0.9
-35530.7,201.89,0.65
-35568,201.83,0.99
-35672.5,201.81,0.24
-35701.6,200.5,0.63
-35854.6,203.29,1.07
-35948.3,198.8,0.37
-36086.5,204.12,1.32
-36173.1,201.78,0.23
-36261.8,200.09,0.63
-36506.3,198.96,0.95
-36591.8,205.1,1.14
-36669.6,203.77,0.16
-36712.8,203.75,0.01
-36820.2,202.76,1.16
-36939.8,203.51,0.23
-37023.4,206.36,1.13
-37118.6,210.16,0.89
-37143.2,207.35,0.16
-37296.5,208.25,0.95
-37302,209.66,0.59
-37338.1,206.59,0.12
-37431,212.51,1.47
-37461.3,209.84,0.53
-37618.6,214.3,0.4
-37647.5,212.14,0.72
-37777.2,212.09,1.62
-37895,214.21,1.09
-38000.3,211.21,0.68
-38088.5,214.36,1.48
-38165.6,208.34,0.59
-38192.4,206.52,0.45
-38284.2,207.41,0.17
-38359.2,208,0.67
-38412.8,210.79,0.64
-38472.9,207.23,0.04
-38533.2,210.08,0.4
-38573.6,208.23,1.98
-38621.8,204.79,0.46
-38670.8,204.46,0.74
-38723.4,206.54,0.31
-38812.6,206.09,0.26
-38874.7,205.65,0.02
-38955.6,205.99,1.31
-38976.8,202.34,1.42
-39053.6,204.28,0.68
-39120.5,207.32,0.2
-39265.7,208.69,1.7
-39303.2,209.5,0.47
-39319.9,209.33,0.48
-39339.8,207.87,0.79
-39379.4,204.78,1.06
-39402.9,191.53,0.9
-39454.4,198.14,1.03
-39515.4,200.4,1.36
-39621,195.7,2.08
-39709.2,196.67,1.06
-39757.1,193.58,1.16
-39885,193.87,0.2
-39900.5,197.55,0.67
-40042.7,192.6,2.21
-40112.1,193.08,0.44
-40145.3,193.69,0.42
-40308.4,197.9,1.39
-40485.95,201.32,1.37
-40553.44,201.48,1.09
-40754.3,200.47,0.74
-40907.39,200.97,1.92
-41167.9,201.53,1.88
-41303.59,204.19,1.54
-41605.97,205.49,0.99
-41759.21,201.12,1
-41900.69,199.89,1.36
-42315.82,200.9,1.24
-42628.3,204.83,0.19
-42849.87,206.35,1.07
-42968.08,204.26,0.76
-43171.89,203.16,1.43
-43350.66,201.66,1.81
-43515.82,204.22,0.86
-43661.16,203.18,1.05
-43809.01,201.69,1.13
-44095.2,204.31,0.92
-44204.45,202,0.52
-44350.47,206.22,1.86
-44490.5,204.83,1.32
-44655.54,212.29,0.85
-44816.01,210.44,0.56
-44996.16,211.49,0.35
-45142.02,207.95,0.71
-45280.39,213.92,0.82
-45460.32,214.5,0.81
-45696.06,217.51,2.16
-45877.11,222.72,0.33
-46057.33,221.77,1.74
-46181.26,219.25,1.19
-46308.55,218.35,1.45
-46635.9,216.42,1.44
-46746.44,214.18,0.99
-46887.94,210.84,1.5
-47086.28,210.27,0.53
-47314.98,207.6,1.2
-47524.36,204.26,0.98
-47710.39,203.79,0.39
-47943.75,205.66,0.97
-48223.18,206.18,2.05
-48427.86,200.98,0.56
-48987.95,201.58,0.88
-49302.98,200.12,0.4
-49462.66,204.06,1.22
-49728.32,203.87,1.26
-50006.51,204.38,1.65
-50220.55,206.74,0.48
-50527.41,207.41,0.46
-51029.17,207.64,0.91
-51431.45,211.57,0.39
-51779.53,215.08,1.77
-52086.82,213.82,0.73
-52384.78,219.08,0.28
-52573.68,220.72,0.36
-52800.74,221.15,1.09
-53108.25,223.72,1.68
-53400.45,223.26,0.89
-53806.25,221.14,1.49
-54156.6,220.37,0.85
-54387.13,217.96,1.84
-54694.61,213.89,1.14
-55014.49,216.86,0.61
-55293.46,208.19,0.72
-55553.13,214.78,0.55
-55909.54,210.27,1.23
-56237.13,207.67,0.81
-56503.58,212.44,0.67
-57210.94,215.7,0.63
-57476.27,217.38,2.49
-57843.72,223.72,0.49
-58217.01,224.35,0.8
-58433.32,223.15,1.22
-59105.07,231.29,0.15
-59380.41,226.35,1.37
-59733.47,223.45,0.7
-60109.88,216.66,0.84
-60373.06,212.87,0.71
-60516.63,217.25,0.6
-60817.62,213.78,1.38
-61060.88,207.95,1.26
-61234.84,210.57,1.01
-61554.11,210.9,0.7
-61900.72,206.38,1.2
-62552.01,202.56,0.95
-62774.57,202.71,2.34
-62960.9,200.15,0.65
-63555.79,197.4,1.22
-63896.88,197.24,0.78
-64113.78,199.73,1.31
-64657.29,203.7,0.51
-64867.42,201.67,1.19
-65046.72,199.17,0.66
-65546.45,208.98,3.34
-65764.51,198.17,0.74
-65937.23,200.59,1.46
-66439.31,204.39,2.87
-66959.71,207.21,1.69
-67314.59,201.14,2
-67729.68,203.76,1.06
-68146.19,200.17,1.62
-68619.99,203.43,0.57
-69081.53,205.42,0.89
-69592.02,211.26,1.13
-70052.16,215.55,1.78
-70427.26,220.33,0.55
-70928.87,225.17,1.38
-71279.17,235.02,1.24
-71693.65,237.56,0.75
-72092.81,239.46,0.88
-72490.15,232.79,0.94
-72866.04,232.33,0.97
-73219.32,230.89,2.09
-73750.96,232.74,0.94
-74221.48,231.33,0.7
-74525.65,241.24,0.98
-75067.95,243.27,1.62
-75545.13,249.52,0.74
-75850.65,249.94,0.63
-76247.47,239.34,1.12
-76696.74,238.01,1.98
-77056.48,231.68,1.54
-77615.92,224.92,1.3
-78080.75,226.65,0.84
-78507.95,224.14,0.65
-78969.54,227.3,0.56
-79410.36,229.26,1.34
-79877.76,234.74,0.72
-80330.36,230.6,0.62
-80721.79,233.92,1.46
-81206.94,230.33,0.8
-81711.43,234.13,1.17
-82068.79,238.89,0.94
-82526.72,240.87,1.64
-82988.26,246.32,0.7
-83554.11,247.1,1
-83940.9,250.79,0.8
-84357.44,243.16,0.76
-84936.77,238.42,1.1
-85367.47,234.69,0.6
-85890.69,228.76,1.57
-86498.32,223.38,0.72
-87027.64,221.06,2.32
-87581.18,223.63,0.93
-88136.18,217.8,1.57
-88701.05,223.99,0.5
-89244.72,227.38,1.1
-89696.26,228.88,0.58
-90317.29,229.74,1.29
-90834.02,231.56,0.57
-91445.03,231.12,0.57
-91949.74,233.74,1.11
-92667.82,232.46,2.22
-93424.71,235.16,0.83
-93823.21,238.21,0.77
-94568.55,242.41,0.53
-95234.11,242.91,1.07
-95921.48,246.2,1.54
-96474.88,245.76,0.6
-97270.89,242.35,2.04
-97927.46,239.86,0.45
-98583.72,243.18,0.23
-99361.42,242.99,1.01
-100076.85,245.63,1.07
-100543.18,247.87,1.1
-101325.68,244.76,1.13
-101971.89,240.07,0.94
-102764.78,237.07,1.75
-103308.74,240.68,0.94
-104274.33,247.76,0.83
-104331.23,238.88,1.55
-104966.45,242.36,2.65
-105507.15,248.78,9.96
-105989.87,257.58,4.2
-106256.38,241.4,2.65
-106368.25,244.83,3.05
-106974.82,240.34,2.65
-108401.91,236.43,2.65
-109129.42,244.44,1.58
-109839.97,244.13,2.65
-110555.36,246.69,2.65
-111876.8,257.93,2.94
-112636.06,256.79,2.65
-112941.73,263.12,2.65
-113119.27,264.75,3.64
-113678.64,260.58,2.65
-114250,267.9,2.65
-114815.39,275.07,2.65
-115446.67,276.96,1.63
-115908.58,273.16,2.65
-116475.58,273.63,2.65
-117185.55,274.03,2.65
-117619.36,274.98,4.03
-118658.27,277.72,2.65
-119242.52,267.74,2.65
-119715.5,274.59,1.3
-120144.12,268.73,2.65
-120542.91,276.82,2.65
-121426.02,279.48,2.26
-121841.97,276.61,2.65
-122100,278.25,3.4
-122292.36,279,2.65
-123013.95,279.16,2.65
-123630.91,274.6,6.56
-123959.48,275.87,2.65
-124404.52,281.54,2.65
-124817.45,275.52,2.65
-125292.63,276.81,2.78
-126013.7,275.15,2.65
-126699.91,273.02,2.65
-126962.03,274.93,2.65
-127313.83,275.78,2.65
-127503.55,276.88,3.83
-128024.48,276.03,0.28
-128172.67,280.72,2.65
-128466.73,285.76,2.65
-128878,271.08,2.65
-129078.04,268.44,1.92
-129655.64,260.61,3.45
-130373.03,251.84,2.65
-130818.36,250.84,2.65
-131322.2,241.13,1.89
-131976.24,232.28,2.65
-132709.88,228,2.65
-132931.96,224.63,2.65
-133775.81,222.74,2.65
-134522.28,212.43,2.65
-136565.55,203.74,0.79
-137763.42,199.18,2.65
-138834.3,198.55,1.08
-139949.97,192.75,0.19
-142360.56,196.51,0.95
-143651.3,194.59,2.65
-144799.59,196.02,2.65
-146108.24,193.59,0.64
-148233.47,195.81,4.05
-149466.15,201.78,2.65
-150594.88,202.51,2.65
-151444.85,202.35,1.86
-153774.66,198.78,1.73
-154889.13,196.3,2.65
-156306.82,189.38,2.65
-158666,189,3
-159716,185.5,3
-160155,187.5,3
-163858,204.3,3
-164334.65,196.5,3
-166143,191.6,3
-166784,190.1,3
-167914.1,186.7,3
-168745.5,183.8,3
-169514.4,196.6,3
-171939,197.8,3
-174442,197.7,3
-175833.35,196,3
-176853,190.3,3
-177533.93,189.4,3
-177729.5,190.1,3
-179873,207.7,3
-181302,213.2,3
-182196,217.7,3
-183258,198.1,3
-184371,199.7,3
-186411,203.4,3
-188437,210.7,3
-189806.5,231.3,3
-191254.5,231.4,3
-191964.08,220.3,3
-193074.5,218,3
-195126.5,226.5,3
-195799.5,220,3
-197587.35,226.4,3
-198327.45,241.2,3
-198938,242.6,3
-201752,250.9,3
-202744.5,239.1,3
-203842,247.6,3
-205203.28,244.4,3
-205575.76,231.9,3
-205944.58,232.2,3
-206359.94,228.6,3
-206896.85,226.3,3
-207240.3,229.4,3
-207622.89,231.4,3
-208108.78,238.1,3
-208274.53,237.2,3
-208821.57,230,3
-209082.26,240.5,3
-209445.04,242.2,3
-209966.09,244.6,3
-210175.17,243.9,3
-210832.07,247.2,3
-211058.47,252,3
-211577.84,246.9,3
-212078.75,239.5,3
-212533.08,257.4,3
-213330.35,243.4,3
-214158.81,251.2,3
-215080.75,241.4,3
-215912.34,240.3,3
-216306.15,242.6,3
-216864.97,247.5,3
-217415.64,251.7,3
-217694.96,251.1,3
-218200.79,245.3,3
-219067.61,240.5,3
-220935.62,214.1,3
-221697.46,216.1,3
-222539.58,207.1,3
-223129.04,208.8,3
-224271.51,205.6,3
-226259.83,203.3,3
-226849.84,215.7,3
-227719.98,235.5,3
-228439.42,234.5,3
-228766.99,233.1,3
-229572.05,224.5,3
-231129.66,232.4,3
-232191.77,233.9,3
-232856.06,241.6,3
-235990.86,245.2,3
-236426.01,252.1,3
-236850.8,241.4,3
-237391.66,247.4,3
-237905.53,243.1,3
-238425.34,239.1,3
-239008.26,245.6,3
-239387.04,245.8,3
-239738.66,247.4,3
-240190.37,252.8,3
-241333.05,259.7,3
-241855.4,263.2,3
-242685.46,279,3
-243138.52,280.2,3
-244121.77,263.7,3
-244582.34,252.3,3
-245057.01,249.9,3
-245564,236.7,3
-246188.81,230.4,3
-246870.49,219.4,3
-249099.87,214.7,3
-251390.57,200.2,3
-252132.26,213.9,3
-252953.72,195.4,3
-253756.68,196.7,3
-254587.11,195.4,3
-256298.66,199,3
-257060.59,201.9,3
-257908.07,204,3
-259396.9,203.9,3
-260894.24,209.6,3
-261293.92,205.7,3
-262054.58,208.9,3
-262817.1,214.6,3
-264583.76,228.1,3
-266134.45,199.9,3
-267007,211.7,3
-268257.83,188.7,3
-268995.5,187.2,3
-269940.47,194.2,3
-271036.04,198.8,3
-272149.64,184.7,3
-273165.83,190.4,3
-274164.08,193.9,3
-275154.64,194.1,3
-276257.72,198.4,3
-277443,193.2,3
-278590.91,202.2,3
-279619.05,204.5,3
-280558.95,211,3
-281400.74,215.3,3
-282592.89,223.7,3
-284434.68,231.3,3
-285931.32,228,3
-286609.96,226.4,3
-287443.86,231.4,3
-287820.05,230.4,3
-288286.43,231,3
-290184.5,234.9,3
-290863.79,220.4,3
-291562.87,217.1,3
-292818.31,207.6,3
-293650.74,206,3
-294455.29,206.7,3
-295364.23,212.7,3
-296828.87,213.1,3
-298704.62,217.1,3
-299376.28,224.4,3
-300115.87,231,3
-301025.62,236.1,3
-302084.19,239,3
-303116,236,3
-304100.92,240.2,3
-305099.81,240.7,3
-305778.15,250.2,3
-306581.12,248.6,3
-307463.27,244.8,3
-308325.7,225.8,3
-309423.73,227.8,3
-310010.98,226.2,3
-310776.1,233.2,3
-311670.03,237.8,3
-312593.43,239,3
-313343.13,241.9,3
-314051.85,251.6,3
-314836.21,256.7,3
-315657.52,257.1,3
-316450.72,246.8,3
-317149.87,272.6,3
-317932.55,251.6,3
-318852.6,245.2,3
-319829.66,233.4,3
-320916.34,255.8,3
-321817.45,249.2,3
-323383.35,257.2,3
-324166.92,260.4,3
-325007.41,260.3,3
-325823,260.5,3
-326591.09,266.2,3
-327435.84,264,3
-328086.81,266.1,3
-328770.75,270.1,3
-329414.29,271.9,3
-330053.33,275.1,3
-331293.55,265,3
-332144.12,271.7,3
-332798.62,272.6,3
-333500.09,273.1,3
-333997.56,282.4,3
-334349.5,289.1,3
-334543.89,288.4,3
-335102.31,298.6,3
-335707.51,278.1,3
-336377.54,285.8,3
-336867.82,278.6,3
-337516.67,270.5,3
-338213.5,255.7,3
-338991.44,241.9,3
-339983.89,239.6,3
-340735.08,234.2,3
-342791.56,250.1,3
-343923.59,200.7,3
-345000.85,205.2,3
-346320.91,204.8,3
-347544.81,211.9,3
-349139.09,220.3,3
-351676.35,221.1,3
-353174.6,216.2,3
-354412.98,209.4,3
-355817.77,209.2,3
-359010.38,193,3
-360683.84,186.1,3
-362567.6,185.8,3
-365190.23,201.2,3
-368065.9,206.3,3
-371385.87,201.9,3
-373457.62,199.9,3
-375204.6,214.7,3
-377034.88,224.6,3
-378760.24,229.6,3
-382931.49,227,3
-384557.45,240,3
-386283.71,239.1,3
-387824.82,246.8,3
-389410.21,245.8,3
-392287.25,258.1,3
-392977.15,259.5,3
-394003.69,273.6,3
-394906.1,260.7,3
-398275.13,276.3,3
-399926.16,277.1,3
-400710.08,283.2,3
-402140.92,283.1,3
-402859.84,275.7,3
-404313.3,276.5,3
-405062.63,280.5,3
-406542.8,279.6,3
-407282.5,285.6,3
-408818.72,284.5,3
-409598.24,274.7,3
-410453.8,282.6,3
-411347.97,283.5,3
-413258.65,274.9,3
-414210.86,264.9,3
-415179.59,271.6,3
-415945.61,276.4,1.6
-416425.32,271.7,1.2
-417440.44,273.4,1.5
-417956.78,271.8,1.7
-418505.3,274.6,1.8
-419575.78,273.7,0.8
-420133.76,271.2,1.5
-420701.76,273.8,1.6
-421912.15,268.6,1.4
-422532.65,266.4,1.8
-423225.5,270.6,1.1
-424507.75,267.7,2.9
-425132.26,268.3,1.9
-425740.91,270.8,1.1
-426237.27,270,2.5
-426621.56,265.4,2
-427154.96,255.3,1.3
-427941.4,252.1,0.7
-428840.2,248.2,0.9
-429178.36,242.5,1.5
-431023.76,219.7,1.7
-432179.31,227.2,2.2
-433850.3,211.5,1.7
-434379.07,207.6,1.3
-435939.69,209.8,1.6
-437485.42,207.5,1.3
-439063.42,200.3,1.6
-440659.58,201.7,1.6
-442230.78,201.3,1.1
-443844.65,202,1.5
-445331.73,199.1,1.1
-447219.18,201.1,0.9
-448459.18,203.5,0.6
-449571.04,208.1,1.8
-450642.89,201.7,1.7
-451747.28,201.2,2.1
-452735.84,204.9,1.4
-453775.64,201.9,1.8
-454864.31,198.4,1.3
-456001.61,193.3,1.6
-457114.44,192.5,1
-457745.13,199.1,0.6
-458208.29,204.3,1
-458794.01,203.3,1
-459211.55,208.3,1.4
-460252.21,202.4,1.3
-461286.06,195.5,0.8
-462414.1,190.7,1.9
-463526.65,194.4,0.7
-464599.47,199.9,2.6
-465265.36,205.2,0.9
-465601.73,210,0.7
-466632.3,208.1,2.2
-467706.64,204.4,1.9
-468877.71,203.4,1.2
-470040.13,205.5,0.9
-470725.98,206.5,0.9
-471200.79,215.5,2.3
-471824.53,218.7,0.9
-472263.07,229.2,1.4
-472863.27,232.7,0.7
-473217.82,243.7,1.8
-473800.85,243.9,1.1
-474092.36,245.6,0.9
-474974.11,241.2,1.7
-475925.2,233.1,0.6
-476949.8,232.8,1.1
-477941,236.6,1
-478892.46,239.1,0.9
-479402.95,236.5,1.2
-479775.69,231.3,1
-480328.3,220.8,0.7
-480726.68,218.8,2.3
-481662.96,223.8,1.4
-482580.96,223.4,1.7
-483395.38,227.3,1.3
-484179.79,231.4,1.1
-484936.18,231.4,1.3
-485667.52,231.2,1.2
-486398.67,233,1.4
-487129.25,232.9,1.2
-487848.07,231.3,1.2
-488565.45,237.1,1.8
-489302.09,242,0.2
-489719.79,240.9,0.4
-490026.29,252.8,2.5
-490494.91,249.3,2.7
-490733.95,242.6,0.6
-491451.08,243.3,1.3
-492154.55,246.7,1.6
-492863.78,243.7,1.4
-493593.11,239.7,1.9
-494300.39,239.1,1.2
-495024.13,238.3,2
-495725.69,238.5,1.4
-496444.07,237.6,1.6
-497187.63,236.4,2.1
-497965.98,236.5,1.7
-498737.42,232.8,0.8
-499526.78,230.6,0.5
-500304.78,230.8,1
-501083.96,228.2,1.7
-501861.42,230.8,1.4
-502637.64,231.2,0.8
-503418.93,232,1.6
-504177.19,232.2,1.4
-504911.78,234.1,0.8
-505684.24,233.9,1.1
-506483.73,235.5,1.8
-507312.4,236,2.1
-508117.72,238.2,0.9
-508940.98,237,0.8
-509784.98,240.3,0.7
-510652.33,233.4,1
-511512.45,236.4,1.4
-512363.78,235.2,0.5
-513204.74,242,0.8
-514033.12,238.2,1
-514847.78,239.2,1.2
-515650.78,241.5,1.3
-516420.98,243,0.5
-517154.98,247.2,2.2
-517876.01,246.2,2.6
-518600.46,245.5,1.1
-519329.13,245.3,1.3
-520073.36,247.7,1.4
-520821.81,245.5,0.8
-521574.47,243.5,0.7
-523801.82,241.9,1.4
-524570.87,236.8,0.8
-525337,235.8,1.2
-526107,233.7,0.7
-526895.81,230.3,0.8
-527698.69,227.8,0.6
-528516.69,224.7,1.9
-529403.43,222.7,1
-530290.51,221.2,1.2
-531201.38,220.3,0.5
-532078.76,220.7,0.9
-532592.53,214.5,0.5
-532987.57,211.4,2.2
-533554.37,204.4,0.6
-533932.24,200,0.8
-534668.18,195.1,0.7
-535043.56,193.8,0.8
-535695.05,190.5,1.7
-536178.47,199.8,1.2
-537334.47,199.4,0.8
-538440.76,205,0.9
-539513.82,206.4,0.7
-540583.82,212.9,1.3
-541653.82,211.2,0.7
-542740.21,205,0.8
-543844.87,203.6,1.2
-544885.99,208.1,0.8
-545864.91,210.3,1.6
-546830.15,209.6,1.6
-547806.68,209.7,0.8
-548770.78,204.6,1.9
-549720.11,202.5,1.6
-550230.73,208.8,0.7
-550582.55,213.6,0.9
-551381.09,215.2,0.5
-552111.09,219.9,0.5
-552681.56,221.7,1.4
-553020.92,222.3,0.9
-553245.99,226.3,0.9
-553619.39,222.1,1.1
-553808.65,220.3,0.3
-554479.62,223.6,1.1
-555158.35,224.3,2.2
-555842.35,226.7,1.2
-556407.02,233.9,1.5
-556923.29,241,1.4
-557198.65,243,0.8
-557385.05,249.1,2.1
-557657.14,244,1.5
-557838.21,250.5,0.8
-558154.56,245.6,1.3
-558306.02,240.4,0.9
-558777.69,238.1,1.2
-559316.01,234.5,1
-559636.76,229.7,0.4
-559872.62,230.2,0.7
-560436.62,230.3,1.5
-560965.6,228.3,0.9
-561450.74,231.6,1.2
-561888.07,231.9,1.2
-562310.49,234.6,1.5
-562655.6,234.1,0.9
-563134.85,240.1,2.1
-563535.74,242.3,0.5
-563927.9,245.7,1.8
-564310.56,245.8,0.5
-564724.36,247.6,1.5
-565134.3,251.4,1.7
-565538.96,252.4,1.7
-565895.64,252.6,1
-566245.3,251.4,0.7
-566588.64,253.7,0.8
-566918.35,254.3,1.6
-567239.49,253.9,0.7
-567548.65,254.5,1.6
-567884.89,253.2,0.9
-568204.14,253.9,1.2
-568534.24,252.8,1.1
-568930.15,253,0.6
-569314.59,250.2,0.4
-569683.93,251.3,1.3
-570067.25,250,1.3
-570463.46,251.3,1.3
-570862.13,251.8,1.2
-571261.44,251.8,1.3
-571633.36,249.6,0.5
-571974.69,251.6,1.7
-572315.5,250.3,1.04
-572669.87,246.31,1.15
-573053.52,247.66,0.68
-573475.75,249.19,1.08
-573913.02,248.72,0.39
-574364.65,251.77,1.78
-574806,251.86,0.7
-575233.96,252.08,1.3
-575654.53,248.86,0.98
-576112.85,252.54,0.52
-576599.1,252.9,1.06
-577115.1,251.3,1.06
-577653.85,251.34,1.13
-578196.35,251.08,0.6
-578742.35,249.06,0.48
-579280.55,252.92,1.07
-579833.12,251.47,1.8
-580210.5,244.14,1.67
-580401.78,243.81,0.87
-580814,236.17,0.3
-581118.65,230.26,0.57
-581546.53,225.21,1.57
-581928.3,219.41,0.81
-582454.53,215.45,1.07
-582836.3,209.88,1.18
-583574.25,206.68,0.51
-583958.8,210.64,0.64
-586720.84,223.96,0.87
-587171.85,225.99,1.45
-587888.67,234.4,0.5
-588279.35,238.78,0.98
-588940.9,246.35,1.8
-589425.35,250.2,0.4
-590040.15,248.1,0.56
-590488.8,243.56,0.76
-591019.47,237.38,0.75
-592383.47,225.68,1.13
-592785.52,229.39,1.25
-593561.25,233.16,0.28
-594046.75,238.15,0.89
-594863.81,237.98,1.05
-595436.47,232.92,0.6
-596221.56,221.22,1.77
-596791.13,216.44,0.91
-597803.61,216.27,1.48
-598329.75,219.02,1
-599218.22,225.97,1.14
-599814.63,229.38,1.39
-601255.15,232.45,1.3
-602600.75,237.86,0.79
-603949.15,239.14,1.09
-605303.15,244.53,0.7
-606625.91,248.48,1.68
-607979.3,254.58,1.22
-609247.3,259.22,1.82
-610429.5,257.74,0.46
-611551.01,257.82,2.11
-611600.63,259.68,1.16
-612761.97,258.14,1.41
-613942.8,256.19,0.39
-615140.6,252.75,1.06
-616299.12,252.9,0.62
-616356.6,252.73,0.94
-617609.57,252.64,1.06
-618953.75,248.29,1
-620283.75,245.89,0.29
-621651.45,243.53,0.81
-622950.73,243.89,2.84
-623054.95,239.19,0.83
-624496.95,237.93,1.02
