year,interpolated,sigma_mean_CO2,trend,fluctuation,date
-52.59,322.13,0,319.8,,Mar-65
-52.67,320.89,0,319.65,,Feb-65
-52.76,320.44,0,319.97,,Jan-65
-52.84,319.44,0,319.48,,Dec-65
-52.92,318.71,0,319.59,,Nov-64
-53,317.79,0,319.72,,Oct-64
-53.09,316.79,0,319.78,,Sep-64
-53.17,316.7,0,319.56,,Aug-64
-53.26,318.7,0,319.81,,Jul-64
-53.34,320.44,0,319.58,,Jun-64
-53.42,321.89,0,319.69,,May-64
-53.5,322.25,0,319.42,,Apr-64
-53.59,321.77,0,319.48,,Mar-64
-53.67,320.73,0,319.55,,Feb-64
-53.76,320.07,0,319.61,,Jan-64
-53.84,319.57,0,319.67,,Dec-64
-53.92,318.31,0,319.25,,Nov-63
-54,317.12,0,319.1,,Oct-63
-54.09,315.99,0,319,,Sep-63
-54.17,316.21,0,319.06,,Aug-63
-54.26,317.77,0,318.83,,Jul-63
-54.34,319.74,0,318.77,,Jun-63
-54.42,321.47,0,319.16,,May-63
-54.5,322.25,0,319.39,,Apr-63
-54.59,321.39,0,319.09,,Mar-63
-54.67,319.86,0,318.69,,Feb-63
-54.76,319.08,0,318.68,,Jan-63
-54.84,318.74,0,318.91,,Dec-63
-54.92,317.69,0,318.61,,Nov-62
-55,316.69,0,318.62,,Oct-62
-55.09,315.42,0,318.33,,Sep-62
-55.17,316.26,0,319.03,,Aug-62
-55.26,317.4,0,318.48,,Jul-62
-55.34,319.58,0,318.67,,Jun-62
-55.42,320.55,0,318.27,,May-62
-55.5,321.01,0,318.2,,Apr-62
-55.59,320.63,0,318.45,,Mar-62
-55.67,319.68,0,318.57,,Feb-62
-55.76,318.56,0,318.11,,Jan-62
-55.84,317.94,0,318.06,,Dec-62
-55.92,317.01,0,317.94,,Nov-61
-56,316.1,0,318.13,,Oct-61
-56.09,315.38,0,318.35,,Sep-61
-56.17,314.8,0,317.49,,Aug-61
-56.26,316.79,0,317.8,,Jul-61
-56.34,318.57,0,317.7,,Jun-61
-56.42,319.77,0,317.48,,May-61
-56.5,320.58,0,317.7,,Apr-61
-56.59,319.48,0,317.27,,Mar-61
-56.67,318.54,0,317.47,,Feb-61
-56.76,317.7,0,317.28,,Jan-61
-56.84,316.93,0,317.03,,Dec-61
-56.92,316.19,0,317.13,,Nov-60
-57,315,0,316.98,,Oct-60
-57.09,313.83,0,316.76,,Sep-60
-57.17,314.16,0,316.87,,Aug-60
-57.26,315.91,0,316.92,,Jul-60
-57.34,318.18,0,317.3,,Jun-60
-57.42,319.59,0,317.36,,May-60
-57.5,320.03,0,317.24,,Apr-60
-57.59,319.02,0,316.86,,Mar-60
-57.67,317.58,0,316.49,,Feb-60
-57.76,316.97,0,316.47,,Jan-60
-57.84,316.43,0,316.51,,Dec-60
-57.92,315.58,0,316.52,,Nov-59
-58,314.8,0,316.78,,Oct-59
-58.09,313.26,0,316.19,,Sep-59
-58.17,313.84,0,316.55,,Aug-59
-58.26,314.8,0,315.81,,Jul-59
-58.34,316.54,0,315.66,,Jun-59
-58.42,318.15,0,315.92,,May-59
-58.5,318.29,0,315.5,,Apr-59
-58.59,317.72,0,315.56,,Mar-59
-58.67,316.71,0,315.62,,Feb-59
-58.76,316.38,0,315.88,,Jan-59
-58.84,315.62,0,315.7,,Dec-59
-58.92,314.67,0,315.61,,Nov-58
-59,313.33,0,315.31,,Oct-58
-59.09,312.66,0,315.61,,Sep-58
-59.17,313.2,0,315.91,,Aug-58
-59.26,314.93,0,315.94,,Jul-58
-59.34,315.86,0,314.98,,Jun-58
-59.42,317.1,0,314.85,,May-58
-59.5,317.5,0,314.71,,Apr-58
-59.59,317.45,0,315.29,,Mar-58
-59.67,315.71,0,314.62,,Feb-58
-60.01,314.57,0.41,,,
-60.62,315.27,1.16,,,
-60.68,316.33,0.13,,,
-60.78,314.44,0.79,,,
-61.72,315.34,0.64,,,
-63.08,314.71,2.21,,,
-64.09,313.17,0.63,,,
-64.17,312.8,0.63,,,
-64.32,312.22,1.42,,,
-65.5,312.18,0.41,,,
-67.63,312,0.64,,,
-68.21,313.66,2.21,,,
-69.11,309.69,0.41,,,
-70.17,311.57,2.21,,,
-71.22,310.36,0.63,,,
-71.25,312.87,2.21,,,
-72.26,312.56,2.21,,,
-72.32,311.97,2.08,,,
-72.49,311.81,3.12,,,
-72.92,310.44,2.56,,,
-73.12,311.28,0.41,,,
-73.37,310.22,0.63,,,
-74.31,312.36,2.21,,,
-75.67,311.88,2.77,,,
-75.84,312.84,2.56,,,
-76.1,312.39,2.21,,,
-77.04,311.8,2.21,,,
-77.13,307.74,1.16,,,
-77.91,309.8,0.64,,,
-78.29,310.95,0.63,,,
-78.66,311.21,0.63,,,
-78.91,310.46,2.17,,,
-79.72,308.48,0.64,,,
-79.75,311.94,1.34,,,
-80.01,311.52,2.21,,,
-80.11,312.33,0.13,,,
-81.02,307.41,1.16,,,
-82.01,309.34,2.87,,,
-82.17,307.26,1.16,,,
-82.82,306.32,1.16,,,
-84,309.63,0.63,,,
-84.29,307.08,2.56,,,
-85.1,305.94,1.16,,,
-85.34,308.28,2.21,,,
-85.59,308.26,0.63,,,
-87.05,305.74,1.45,,,
-88.49,305.38,0.07,,,
-89.14,305.78,0.64,,,
-89.34,305.71,0.94,,,
-89.72,305.67,0.64,,,
-90.08,308.02,3.18,,,
-92.57,304.97,0.63,,,
-93.13,304.72,1.72,,,
-95.04,306.2,3.82,,,
-95.37,303.18,0.94,,,
-98.17,301.88,1.16,,,
-99.21,304.61,2.21,,,
-100.01,303.85,0.67,,,
-102.09,301.92,0.63,,,
-103.49,300.7,2.45,,,
-105.36,301.3,0.63,,,
-106.59,299.26,1.72,,,
-106.78,297.73,1.72,,,
-107.16,298.11,2.56,,,
-108.12,297.87,1.16,,,
-109.36,301.5,2.21,,,
-112.11,299.63,0.64,,,
-112.34,297.33,0.63,,,
-112.53,299.02,0.63,,,
-113.97,295.99,0.94,,,
-116.18,295.61,1.33,,,
-117.7,294.22,1.16,,,
-118.94,297.05,2.21,,,
-119.22,295.28,0.63,,,
-124.12,293.81,0.94,,,
-124.22,293.17,1.72,,,
-124.82,295.32,0.64,,,
-125,294.86,1.72,,,
-125.49,295.17,0.63,,,
-128.01,290.92,1.16,,,
-128.87,292.34,0.68,,,
-130.49,294.34,0.63,,,
-132.28,288.12,2.01,,,
-133.7,289.23,0.62,,,
-134.09,289.76,0.94,,,
-134.96,292.46,0.95,,,
-137.93,287.77,1.16,,,
-140.97,289.33,0.63,,,
-144.14,291.56,2.21,,,
-145.05,286.66,1.34,,,
-147.84,286.33,1.16,,,
-148.22,287.99,0.63,,,
-149.47,289.54,1.72,,,
-150.15,287.99,0.41,,,
-151.14,285.05,1.68,,,
-153.75,286.65,1.16,,,
-154.9,285.35,0.94,,,
-156.05,287.17,0.63,,,
-159.04,286.63,0.41,,,
-161.26,283.16,1.16,,,
-163.16,285.57,0.63,,,
-164.17,288.05,2.21,,,
-166.77,285.47,0.63,,,
-167.05,288.79,0.41,,,
-167.62,284,1.16,,,
-170.56,286.84,0.64,,,
-171.98,283.62,1.34,,,
-173.23,283.18,1.16,,,
-173.42,283.53,1.16,,,
-174.59,281.58,1.16,,,
-177.05,283.65,0.63,,,
-181.18,284.15,0.94,,,
-184.7,283.82,0.94,,,
-185.01,285.09,0.95,,,
-190.96,285.91,0.64,,,
-193.14,281.36,0.94,,,
-204.22,284.43,0.94,,,
-218.54,282.8,0.79,,,
-221.41,280.4,1.72,,,
-221.94,282.3,0.63,,,
-223.78,281.62,0.94,,,
-237.58,273.07,0.41,,,
-238.39,280.24,0.63,,,
-244.42,277.86,0.94,,,
-254.18,276.4,0.94,,,
-255,277.16,0.63,,,
-265.75,278,0.63,,,
-265.95,276.46,0.94,,,
-268.76,277.6,0.63,,,
-276.62,276.81,0.94,,,
-284.01,278.31,0.94,,,
-294.87,277.01,0.94,,,
-295.02,278.27,1.27,,,
-323.81,277.36,0.63,,,
-328.14,276.32,0.94,,,
-335.99,276.66,0.63,,,
-368.78,278.02,0.63,,,
-378.07,276.69,0.94,,,
-389.28,273.78,0.41,,,
-408.42,271.11,0.41,,,
-414.46,275.07,0.63,,,
-426.89,279.36,0.95,,,
-429.7,281.11,0.94,,,
-444.87,282.57,0.64,,,
-458.02,281.83,0.94,,,
-468.23,283.53,1.27,,,
-488.2,283.95,0.64,,,
-516.35,283.12,0.64,,,
-548.48,280.31,1.27,,,
-568.72,282.23,0.95,,,
-589.08,279.73,0.41,,,
-607.02,279.7,0.94,,,
-627.55,280.91,0.63,,,
-669.03,278.36,0.41,,,
-687.76,284.07,0.64,,,
-710.43,281.58,0.94,,,
-739.68,278.43,0.41,,,
-758.37,282.2,0.94,,,
-766.61,282.41,0.63,,,
-806.93,283.69,0.94,,,
-818.07,284.54,0.64,,,
-851.9,283.97,1.41,,,
-871.59,284.51,1.27,,,
-902.27,282.84,0.94,,,
-918.47,283.09,0.64,,,
-947.68,282.84,0.94,,,
-968.7,280.97,0.63,,,
-977.8,280.92,0.94,,,
-998.61,280.06,0.63,,,
-1000.3,279.8,1.34,,,
-1035.23,278.74,1.41,,,
-1060.23,277.41,0.41,,,
-1103.75,280.11,2.21,,,
-1142.47,279.42,1.41,,,
-1195.55,278.62,1.41,,,
-1224.78,279.72,2.21,,,
-1255.58,279.29,2.21,,,
-1287.45,279.99,0.41,,,
-1316.63,277.1,0.41,,,
-1348.7,278.45,0.41,,,
-1380.88,279.59,0.41,,,
-1403.36,277.87,0.41,,,
-1435.47,276.2,0.41,,,
-1460.41,278.46,3.85,,,
-1466.26,276.56,0.41,,,
-1499.92,276.79,0.94,,,
-1529.75,277.11,0.41,,,
-1580.94,280,0.41,,,
-1611.52,279.13,0.41,,,
-1633.65,277.25,0.41,,,
-1660.55,277.8,0.41,,,
-1700.33,281.69,0.41,,,
-1722.28,280.91,0.41,,,
-1743.44,280.24,2.56,,,
-1751.78,278.31,0.62,,,
-1777.28,280.25,0.62,,,
-1843.35,277.56,0.41,,,
-1864.35,278.07,0.41,,,
-1881.88,278.1,1,,,
-1913.88,277.5,1,,,
-1961.88,277.4,1,,,
-1987.88,277.9,1,,,
-2016.88,276.7,1,,,
-2067.59,278,1.2,,,
-2161.24,276.9,0.7,,,
-2302.12,276.7,0.8,,,
-2333.43,276.7,0.8,,,
-2482.2,277.6,1.3,,,
-2594,277.9,0.5,,,
-2695.9,273.9,1.1,,,
-2776.36,278.9,0.6,,,
-2869.64,275.3,1.6,,,
-2972.43,274.7,1.2,,,
-3016.7,276.3,0.9,,,
-3124.48,274.6,0.8,,,
-3323.61,276.3,1.5,,,
-3351.54,273.1,1.1,,,
-3499,274,0.3,,,
-3596.17,275,0.6,,,
-3712.34,273.4,1.3,,,
-3761.29,273,0.8,,,
-3874.74,271.5,1,,,
-3924.05,275.4,0.5,,,
-4036.83,274.9,1.3,,,
-4176.55,271.7,1,,,
-4273.72,271.6,0.7,,,
-4342.96,272.8,0.8,,,
-4410.7,271.5,0.9,,,
-4562.24,271.1,0.8,,,
-4660.7,269.1,0.6,,,
-4715.34,269.8,1,,,
-4840.88,271.5,0.8,,,
-4989.08,270.7,0.5,,,
-5049.46,269.3,1,,,
-5154.67,268.6,1.1,,,
-5286.45,269.8,1.2,,,
-5379.06,267.6,0.6,,,
-5425.43,265.3,1.7,,,
-5601.17,265.2,0.8,,,
-5649.18,267.6,2,,,
-5825.49,265.9,0.9,,,
-5920.14,265.5,0.8,,,
-6001.97,260.7,1.6,,,
-6067.26,266.7,0.9,,,
-6157.69,265.5,0.8,,,
-6369.84,263.2,0.6,,,
-6405.09,262.7,0.9,,,
-6469.12,261.2,0.7,,,
-6640.17,261.1,0.4,,,
-6750.43,259.4,0.6,,,
-6837.53,262.1,0.9,,,
-6948.19,262.9,0.5,,,
-7037.96,258.1,1.4,,,
-7106.15,257.6,0.9,,,
-7255.95,262.3,0.9,,,
-7341.89,263,0.7,,,
-7473.2,260.7,0.6,,,
-7565.75,258.4,0.8,,,
-7729.25,260.1,0.6,,,
-7787.47,260.4,0.4,,,
-7928.06,259.7,0.9,,,
-7994.25,259.2,0.7,,,
-8043.73,260.8,1.4,,,
-8184.16,259.6,0.5,,,
-8262.68,259.3,0.9,,,
-8419.76,258.3,1.2,,,
-8527.56,261.3,0.9,,,
-8614.46,260.7,0.4,,,
-8778.56,261.8,1,,,
-8849.16,259,1.1,,,
-8979.73,260.9,0.7,,,
-9060.87,260.4,0.6,,,
-9128.05,259.3,1,,,
-9210.89,262,0.8,,,
-9363.19,263.7,1.2,,,
-9429,263.8,0.8,,,
-9504.58,265.2,0.9,,,
-9585.94,260.6,1.7,,,
-9592.32,260.9,0.6,,,
-9623.74,263,0.4,,,
-9641.15,263.8,1.2,,,
-9968.92,264.4,0.4,,,
-10060.49,264.2,0.9,,,
-10202.38,264,0.3,,,
-10260.83,263.4,0.1,,,
-10367.43,265.7,0.5,,,
-10434.44,264.9,0.4,,,
-10573.43,267.5,0.4,,,
-10748.36,266.9,0.6,,,
-10869.69,266,1.1,,,
-10903.62,265.1,1.6,,,
-11022.36,267.6,0.7,,,
-11157.5,264.8,0.6,,,
-11228.94,264.8,0.4,,,
-11253.75,265,0.8,,,
-11268.46,265.3,0.4,,,
-11324.45,264.4,1.5,,,
-11384.86,264.1,0.7,,,
-11407.25,264.81,1.67,,,
-11451.04,264.84,1.29,,,
-11467.74,268.16,2.55,,,
-11485.33,264.48,2.04,,,
-11503.81,270.14,2.11,,,
-11520.94,268.87,0.7,,,
-11540.68,269.1,2.52,,,
-11558.33,267.17,0.85,,,
-11575.11,267.66,1.15,,,
-11591.81,269.51,0.85,,,
-11611.48,266.9,0.66,,,
-11627.49,262.74,1.42,,,
-11644.29,267.09,0.5,,,
-11660.12,260.7,0.29,,,
-11679.19,261.3,1.52,,,
-11696.85,266.22,2.41,,,
-11715.8,257.13,1.34,,,
-11732.42,247.55,0.34,,,
-11750.7,254.62,0.88,,,
-11769.32,253.99,1.46,,,
-11787.6,256.04,1.26,,,
-11808.53,255.89,1.4,,,
-11827.09,258.74,1.48,,,
-11848.6,258.25,0.33,,,
-11870.67,258.53,1.78,,,
-11888.38,257.17,1.48,,,
-11911.21,254.31,1.34,,,
-11931,253.63,1.59,,,
-11951.05,251.56,0.58,,,
-11972.79,255.9,1.16,,,
-11994.84,258.57,5.26,,,
-12015.97,248.92,2.04,,,
-12037.43,253.99,1.3,,,
-12058.57,255.39,1.39,,,
-12083.78,247.85,1.45,,,
-12105.2,248.41,0.35,,,
-12126.68,253.1,0.7,,,
-12147.73,251.03,2.57,,,
-12173.13,255.66,1.99,,,
-12192.46,253.02,0.87,,,
-12214.38,251.14,1.41,,,
-12236.36,251.42,0.85,,,
-12258.29,250.97,0.73,,,
-12279.22,249.65,1.23,,,
-12300.8,249.23,1.6,,,
-12324.36,248.95,1.48,,,
-12348.65,249.38,1.33,,,
-12368.92,248.92,0.29,,,
-12389.16,250.73,1.37,,,
-12411,246.97,0.76,,,
-12433.16,244.31,1.16,,,
-12456.19,243,1.21,,,
-12477.26,246.4,1.45,,,
-12499.81,247.67,0.82,,,
-12522.7,245.83,0.56,,,
-12543.27,246.18,0.79,,,
-12563.72,244.42,1.18,,,
-12589.23,246.74,1.29,,,
-12611.6,249.92,1.72,,,
-12632.5,244.27,1.21,,,
